id;brand;model;first_reg;fuel;mileage_km;seller_type;swift;price;power_hp
7853;mercedes-benz;gle 350;07-2018;d;270000;p;Manual;45900;258
7854;mercedes-benz;e 220;08-2018;d;73000;p;Manual;32500;194
7855;mercedes-benz;e 220;03-2018;d;91000;d;Automatic;39800;194
7856;mercedes-benz;c 180;01-2018;b;48000;d;Automatic;33900;156
7857;mercedes-benz;e 220;03-2018;d;66639;d;Automatic;33900;194
7858;mercedes-benz;glc 250;03-2018;d;85000;d;Manual;43900;204
7859;mercedes-benz;cls 350;04-2018;d;58422;d;Automatic;52900;286
7860;mercedes-benz;e 400;12-2018;b;99000;p;Manual;41990;333
7861;mercedes-benz;glc 350;08-2018;2;78000;d;Automatic;46800;211
7862;mercedes-benz;glc 43 amg;05-2018;b;32193;d;Automatic;58900;367
7863;mercedes-benz;glc 250;06-2018;d;130864;d;Manual;39500;204
7864;mercedes-benz;glc 250;03-2018;d;99000;p;Automatic;41000;204
7865;mercedes-benz;glc 250;11-2018;d;91000;d;Automatic;42500;204
7866;mercedes-benz;glc 250;07-2018;d;78335;d;Automatic;42900;204
7867;mercedes-benz;glc 250;07-2018;d;78335;d;Automatic;42900;204
7868;mercedes-benz;c 220;06-2018;d;98000;d;Manual;31400;170
7869;mercedes-benz;glc 250;12-2018;d;103000;d;Automatic;40500;204
7870;mercedes-benz;c 220;01-2018;d;124000;p;Manual;28800;170
7871;mercedes-benz;glc 250;02-2018;d;127535;p;Automatic;36500;204
7872;mercedes-benz;glc 250;01-2018;d;100000;p;Automatic;36000;204
7873;mercedes-benz;e 220;12-2018;d;150000;d;Automatic;35000;194
7874;mercedes-benz;glc 250;04-2018;d;188000;d;Automatic;34500;204
7875;mercedes-benz;glc 220;11-2018;d;78000;d;Manual;42900;170
7876;mercedes-benz;glc 250;12-2018;d;67900;d;Automatic;44900;204
7877;mercedes-benz;glc 250;10-2018;d;110000;d;Automatic;39990;204
7878;mercedes-benz;e 350;11-2018;d;91000;d;Automatic;47900;258
7879;mercedes-benz;glc 43 amg;12-2018;b;104000;p;Manual;44000;367
7880;mercedes-benz;c 220;06-2018;d;77000;p;Automatic;31400;170
7881;mercedes-benz;cla 200;04-2018;d;89000;p;Automatic;26000;136
7882;mercedes-benz;e 350;04-2018;d;130000;p;Automatic;34900;258
7883;mercedes-benz;gle 350;07-2018;d;70000;d;Manual;58000;258
7884;mercedes-benz;glc 350;02-2018;d;145700;d;Automatic;38490;258
7885;mercedes-benz;glc 220;05-2018;d;123940;d;Automatic;38600;170
7886;mercedes-benz;c 63 amg;01-2018;b;16000;d;Manual;73900;510
7887;mercedes-benz;c 200;08-2018;b;63671;d;Automatic;37400;184
7888;mercedes-benz;c 220;11-2018;d;90090;d;Automatic;33700;194
7889;mercedes-benz;glc 250;05-2018;d;32000;d;Automatic;43900;204
7890;mercedes-benz;glc 250;11-2018;d;40000;d;Manual;51900;204
7891;mercedes-benz;e 220;12-2018;d;42000;d;Automatic;47000;194
7892;mercedes-benz;glc 250;02-2018;d;93000;d;Manual;41999;204
7893;mercedes-benz;e 220;02-2018;d;37500;p;Manual;44000;194
7894;mercedes-benz;e 220;01-2018;d;74800;p;Manual;41500;194
7895;mercedes-benz;glc 250;11-2018;d;94400;p;Manual;39900;204
7896;mercedes-benz;e 220;02-2018;d;120000;p;Manual;35000;194
7897;mercedes-benz;e 220;01-2018;d;75000;p;Manual;38700;194
7898;mercedes-benz;e 220;05-2018;d;146758;d;Automatic;37900;194
7899;mercedes-benz;glc 250;07-2018;d;79999;d;Automatic;42890;204
7900;mercedes-benz;e 220;04-2018;d;68000;p;Manual;41000;194
7901;mercedes-benz;gle 350;12-2018;d;108953;d;Automatic;44500;258
7902;mercedes-benz;c 250;10-2018;d;60000;p;Manual;38000;204
7903;mercedes-benz;e 220;05-2018;d;150000;p;Manual;36500;194
7904;mercedes-benz;e 220;06-2018;d;72000;p;Manual;48500;194
7905;mercedes-benz;c 250;06-2018;d;105000;p;Manual;33000;204
7906;mercedes-benz;c 220;06-2018;d;94548;d;Automatic;32900;170
7907;mercedes-benz;glc 250;06-2018;d;95000;p;Automatic;44000;204
7908;mercedes-benz;glc 250;08-2018;d;59500;p;Automatic;46500;204
7909;mercedes-benz;c 250;07-2018;d;82019;d;Manual;32900;204
7910;mercedes-benz;cls 450;10-2018;2;59000;d;Automatic;54990;367
7911;mercedes-benz;e 53 amg;09-2018;2;42000;d;Automatic;54000;435
7912;mercedes-benz;c 220;06-2018;d;62012;d;Automatic;33900;170
7913;mercedes-benz;c 220;11-2018;d;45200;d;Automatic;35000;194
7914;mercedes-benz;e 220;03-2018;d;81209;d;Manual;38800;194
7915;mercedes-benz;e 220;03-2018;d;81209;d;Manual;38800;194
7916;mercedes-benz;glc 250;01-2018;d;95231;d;Manual;43400;204
7917;mercedes-benz;glc 250;03-2018;d;141493;d;Manual;37200;204
7918;mercedes-benz;glc 250;01-2018;d;95231;d;Manual;43400;204
7919;mercedes-benz;glc 250;03-2018;d;141493;d;Manual;37200;204
7920;mercedes-benz;e 220;06-2018;d;142510;d;Automatic;32400;194
7921;mercedes-benz;glc 250;01-2018;b;41000;p;Automatic;46000;211
7922;mercedes-benz;e 220;12-2018;d;99300;d;Automatic;39900;194
7923;mercedes-benz;glc 250;12-2018;d;125000;d;Automatic;38900;204
7924;mercedes-benz;glc 250;10-2018;d;205016;d;Automatic;33900;204
7925;mercedes-benz;glc 250;12-2018;d;88651;p;Manual;46000;204
7926;mercedes-benz;s 450;06-2018;b;63461;d;Automatic;61400;367
7927;mercedes-benz;c 220;10-2018;d;91480;d;Automatic;36700;194
7928;mercedes-benz;c 220;02-2018;d;96000;p;Manual;34000;170
7929;mercedes-benz;e 220;10-2018;d;82000;p;Automatic;46000;194
7930;mercedes-benz;cla 200;02-2018;d;56709;p;Automatic;29400;136
7931;mercedes-benz;glc 250;09-2018;d;74000;p;Automatic;41500;204
7932;mercedes-benz;cla 180;05-2018;d;99000;d;Automatic;24900;109
7933;mercedes-benz;a 160;06-2018;d;104000;p;Manual;18500;90
7934;mercedes-benz;cla 200;09-2018;b;37000;d;Automatic;29490;156
7935;mercedes-benz;e 220;02-2018;d;65000;p;Automatic;42000;194
7936;mercedes-benz;gle 350;03-2018;d;146000;d;Manual;43990;258
7937;mercedes-benz;c 220;04-2018;d;125000;p;Automatic;28900;170
7938;mercedes-benz;glc 250;07-2018;d;100052;d;Automatic;40900;204
7939;mercedes-benz;e 220;11-2018;d;105000;p;Automatic;35000;194
7940;mercedes-benz;c 220;02-2018;d;70239;d;Manual;40900;170
7941;mercedes-benz;glc 250;04-2018;d;80000;d;Automatic;47900;204
7942;mercedes-benz;e 350;06-2018;d;50000;d;Automatic;50000;258
7943;mercedes-benz;gle 350;08-2018;d;145000;d;Manual;45000;258
7944;mercedes-benz;cla 200;06-2018;d;90000;p;Automatic;28000;136
7945;mercedes-benz;e 220;07-2018;d;98745;d;Automatic;38890;194
7946;mercedes-benz;a 180;08-2018;d;98000;p;Automatic;26500;116
7947;mercedes-benz;cls 400;10-2018;d;122000;p;Automatic;50990;340
7948;mercedes-benz;e 220;09-2018;d;108212;d;Automatic;39800;194
7949;mercedes-benz;glc 250;08-2018;d;96200;d;Automatic;43900;204
7950;mercedes-benz;glc 250;01-2018;d;79990;d;Automatic;42990;204
7951;mercedes-benz;glc 250;10-2018;d;82525;d;Manual;44900;204
7952;mercedes-benz;glc 250;06-2018;d;122000;d;Automatic;39000;211
7953;mercedes-benz;c 250;02-2018;d;145502;d;Automatic;32500;204
7954;mercedes-benz;unknown;05-2018;d;94084;d;Automatic;29500;170
7955;mercedes-benz;c 200;08-2018;2;63500;p;Automatic;35000;184
7956;mercedes-benz;cla 200;10-2018;d;80000;p;Manual;30000;136
7957;mercedes-benz;cla 200;04-2018;d;33000;p;Manual;30000;143
7958;mercedes-benz;glc 220;06-2018;d;102000;d;Automatic;41980;170
7959;mercedes-benz;c 220;01-2018;d;151355;d;Automatic;28900;194
7960;mercedes-benz;glc 250;10-2018;d;127500;d;Automatic;39800;204
7961;mercedes-benz;e 400;05-2018;b;94337;d;Automatic;44990;333
7962;mercedes-benz;glc 220;02-2018;d;113000;d;Automatic;39999;170
7963;mercedes-benz;glc 250;06-2018;d;125000;p;Manual;42000;204
7964;mercedes-benz;gle 350;02-2018;d;110000;p;Manual;49000;258
7965;mercedes-benz;glc 220;06-2018;d;85600;p;Manual;39800;170
7966;mercedes-benz;gle 350;01-2018;d;137000;p;Manual;45900;258
7967;mercedes-benz;slc 200;04-2018;b;57832;d;Automatic;37900;184
7968;mercedes-benz;glc 43 amg;02-2018;b;59261;d;Automatic;55900;367
7969;mercedes-benz;e 220;01-2018;d;45000;d;Automatic;41900;194
7970;mercedes-benz;glc 250;04-2018;d;50000;d;Automatic;49800;204
7971;mercedes-benz;e 300;12-2018;b;39385;d;Automatic;49900;245
7972;mercedes-benz;c 180;01-2018;b;8500;d;Manual;34500;156
7973;mercedes-benz;e 220;03-2018;d;68380;p;Automatic;41500;194
7974;mercedes-benz;c 220;03-2018;d;107794;d;Automatic;34900;170
7975;mercedes-benz;e 220;03-2018;d;81400;d;Automatic;39900;194
7976;mercedes-benz;glc 220;04-2018;d;71000;d;Automatic;45790;170
7977;mercedes-benz;c 220;04-2018;d;23000;d;Automatic;36900;170
7978;mercedes-benz;gla 200;01-2018;d;125758;d;Automatic;21499;136
7979;mercedes-benz;gla 200;01-2018;d;125758;d;Automatic;21499;136
7980;mercedes-benz;gla 200;01-2018;d;125758;d;Automatic;21499;136
7981;mercedes-benz;gla 200;01-2018;d;125758;d;Automatic;21499;136
7982;mercedes-benz;gla 200;01-2018;d;125758;d;Automatic;21499;136
7983;mercedes-benz;gla 200;01-2018;d;125758;d;Automatic;21499;136
7984;mercedes-benz;glc 250;11-2018;d;87748;d;Automatic;45800;204
7985;mercedes-benz;gla 180;04-2018;d;76000;p;Manual;25000;109
7986;mercedes-benz;glc 250;02-2018;d;79969;d;Automatic;38800;204
7987;mercedes-benz;glc 250;08-2018;b;47352;d;Automatic;41800;211
7988;mercedes-benz;glc 250;07-2018;d;134000;d;Automatic;27900;204
7989;mercedes-benz;glc 250;03-2018;d;93914;d;Automatic;37990;204
7990;mercedes-benz;glc 250;06-2018;d;169890;d;Automatic;33800;204
7991;mercedes-benz;glc 250;11-2018;d;236934;d;Automatic;24500;204
7992;mercedes-benz;glc 250;02-2018;d;70000;p;Manual;39000;204
7993;mercedes-benz;glc 250;11-2018;d;125000;p;Manual;31500;204
7994;mercedes-benz;glc 220;03-2018;d;94000;p;Automatic;36000;170
7995;mercedes-benz;glc 250;10-2018;d;34500;p;Manual;38000;204
7996;mercedes-benz;gla 220;09-2018;d;88693;d;Manual;27900;177
7997;mercedes-benz;gla 200;06-2018;d;86790;d;Automatic;27700;136
7998;mercedes-benz;glc 250;07-2018;d;46000;d;Automatic;41900;/ym
7999;mercedes-benz;glc 250;09-2018;b;44000;d;Automatic;37900;211
8000;mercedes-benz;g 63 amg;02-2018;b;75090;d;Automatic;119070;571
8001;mercedes-benz;glc 220;04-2018;d;70000;d;Automatic;29750;170
8002;mercedes-benz;x 250;03-2018;d;99500;d;Manual;38800;190
8003;mercedes-benz;x 250;10-2018;d;50000;d;Automatic;38800;190
8004;mercedes-benz;gle 350;07-2018;d;71640;d;Automatic;47500;258
8005;mercedes-benz;glc 250;10-2018;d;100164;d;Automatic;39500;204
8006;mercedes-benz;glc 220;06-2018;d;120579;d;Automatic;29950;170
8007;mercedes-benz;gla 200;09-2018;d;82224;d;Automatic;28500;136
8008;mercedes-benz;glc 250;10-2018;d;100164;d;Automatic;39500;204
8009;mercedes-benz;glc 250;01-2018;d;45726;d;Automatic;34400;204
8010;mercedes-benz;glc 220;05-2018;d;81400;d;Automatic;32900;170
8011;mercedes-benz;glc 250;08-2018;d;118000;d;Manual;34900;204
8012;mercedes-benz;glc 250;09-2018;d;52800;p;Automatic;39900;204
8013;mercedes-benz;gle 350;05-2018;d;86850;d;Automatic;44600;258
8014;mercedes-benz;glc 220;11-2018;d;147033;d;Manual;27700;/ym
8015;mercedes-benz;glc 250;12-2018;d;133000;p;Automatic;38000;204
8016;mercedes-benz;glc 250;01-2018;d;45726;d;Automatic;34400;204
8017;mercedes-benz;glc 220;05-2018;d;81400;d;Automatic;32900;170
8018;mercedes-benz;glc 350;07-2018;2;54100;d;Automatic;35990;211
8019;mercedes-benz;glc 220;05-2018;d;200000;p;Automatic;35000;170
8020;mercedes-benz;glc 43 amg;03-2018;b;125000;p;Automatic;48500;367
8021;mercedes-benz;glc 250;12-2018;d;44362;d;Automatic;41300;204
8022;mercedes-benz;g;05-2018;d;86741;d;Automatic;98400; 24
8023;mercedes-benz;gla 180;05-2018;d;104000;d;Automatic;23900;109
8024;mercedes-benz;gla 200;04-2018;d;109000;d;Automatic;29900;136
8025;mercedes-benz;glc 250;06-2018;d;60288;d;Automatic;43785;204
8026;mercedes-benz;glc 220;10-2018;d;55810;d;Automatic;37490;170
8027;mercedes-benz;gla 200;11-2018;d;136000;d;Automatic;27500;136
8028;mercedes-benz;gla 200;11-2018;d;136000;d;Automatic;27500;136
8029;mercedes-benz;gla 200;12-2018;d;99700;d;Automatic;24900;136
8030;mercedes-benz;glc 220;03-2018;d;220786;d;Automatic;26900;170
8031;mercedes-benz;gla 200;05-2018;d;125332;d;Automatic;25500;136
8032;mercedes-benz;glc 250;09-2018;d;47200;d;Automatic;38800;204
8033;mercedes-benz;gla 200;05-2018;d;125332;d;Automatic;25500;136
8034;mercedes-benz;glc 220;03-2018;d;220786;d;Automatic;26900;170
8035;mercedes-benz;gla 200;10-2018;d;55000;d;Manual;29700;136
8036;mercedes-benz;gla 200;03-2018;d;189000;d;Automatic;17900;136
8037;mercedes-benz;glc 250;07-2018;d;99000;d;Automatic;39900;194
8038;mercedes-benz;glc 250;12-2018;d;120194;d;Automatic;37600;204
8039;mercedes-benz;gla 200;07-2018;d;100414;d;Manual;21700;136
8040;mercedes-benz;glc 43 amg;04-2018;b;92000;d;Automatic;44900;367
8041;mercedes-benz;gla 220;12-2018;b;50000;d;Automatic;29500;184
8042;mercedes-benz;glc 250;10-2018;d;109000;d;Automatic;43900;204
8043;mercedes-benz;glc 250;11-2018;d;184000;p;Automatic;28800;204
8044;mercedes-benz;glc 250;07-2018;d;124714;d;Automatic;39960;204
8045;mercedes-benz;glc 250;12-2018;d;110202;d;Automatic;39000;204
8046;mercedes-benz;x 250;01-2018;d;89000;d;Automatic;36900;190
8047;mercedes-benz;glc 220;04-2018;d;87000;d;Automatic;35499;170
8048;mercedes-benz;gla 180;01-2018;d;72889;d;Manual;26890;109
8049;mercedes-benz;250;08-2018;d;220000;d;Automatic;26900;204
8050;mercedes-benz;glc 220;01-2018;d;60350;p;Manual;33500;170
8051;mercedes-benz;gla 200;05-2018;d;27500;p;Automatic;31500;136
8052;mercedes-benz;glc 250;07-2018;d;94000;p;Automatic;39900;204
8053;mercedes-benz;glc 220;09-2018;d;92641;d;Automatic;37150;170
8054;mercedes-benz;gla 200;08-2018;d;54147;d;Automatic;32800;136
8055;mercedes-benz;glc 43 amg;12-2018;b;55320;d;Automatic;48950;367
8056;mercedes-benz;glc 220;05-2018;d;90000;d;Automatic;46900;170
8057;mercedes-benz;glc 250;01-2018;d;82465;d;Automatic;40500;204
8058;mercedes-benz;glc 250;03-2018;d;87597;d;Automatic;40400;204
8059;mercedes-benz;gla 200;12-2018;d;76859;d;Automatic;29400;136
8060;mercedes-benz;gle 250;10-2018;d;106478;d;Automatic;37300;204
8061;mercedes-benz;glc 250;06-2018;d;72371;d;Automatic;43500;204
8062;mercedes-benz;gla 200;02-2018;d;99281;d;Automatic;26500;136
8063;mercedes-benz;glc 250;07-2018;d;86000;p;Manual;35500;204
8064;mercedes-benz;gla 200;03-2018;d;88100;d;Automatic;22980;136
8065;mercedes-benz;glc 250;11-2018;d;69800;d;Automatic;39500;204
8066;mercedes-benz;glc 250;09-2018;d;84544;d;Automatic;38990;204
8067;mercedes-benz;x 250;12-2018;d;65000;d;Automatic;40900;190
8068;mercedes-benz;glc 250;03-2018;d;96374;d;Automatic;35900;204
8069;mercedes-benz;glc 220;06-2018;d;51121;d;Automatic;32990;170
8070;mercedes-benz;glc 220;02-2018;d;97052;d;Automatic;32550;/ym
8071;mercedes-benz;glc 220;01-2018;d;62652;d;Automatic;35400;170
8072;mercedes-benz;gla 200;10-2018;d;112000;d;Manual;26500;136
8073;mercedes-benz;glc 220;04-2018;d;189000;d;Automatic;25500;170
8074;mercedes-benz;glc 250;05-2018;d;75000;d;Automatic;45800;204
8075;mercedes-benz;glc 220;03-2018;d;99332;d;Automatic;34400;170
8076;mercedes-benz;gla 180;11-2018;b;39500;d;Manual;26600;122
8077;mercedes-benz;gla 200;12-2018;d;66633;d;Automatic;28999;136
8078;mercedes-benz;glc 220;04-2018;d;150000;d;Automatic;30000;170
8079;mercedes-benz;gla 220;02-2018;d;76000;d;Automatic;26500;177
8080;mercedes-benz;gla 180;05-2018;b;47784;d;Manual;22600;121
8081;mercedes-benz;glc 250;07-2018;b;77421;d;Automatic;37400;211
8082;mercedes-benz;gle 350;06-2018;d;178000;d;Automatic;33900;258
8083;mercedes-benz;glc 220;06-2018;d;64000;d;Automatic;33600;170
8084;mercedes-benz;gle 350;02-2018;d;163000;d;Automatic;39500;258
8085;mercedes-benz;glc 250;03-2018;d;50000;d;Automatic;39500;204
8086;mercedes-benz;glc 220;10-2018;d;102174;d;Automatic;33800;170
8087;mercedes-benz;glc 220;05-2018;d;80000;p;Automatic;39490;170
8088;mercedes-benz;glc 250;10-2018;d;65000;d;Automatic;44999;204
8089;mercedes-benz;gla 220;02-2018;d;70000;d;Automatic;29300;177
8090;mercedes-benz;gls 350;11-2018;d;105000;d;Automatic;49900;258
8091;mercedes-benz;glc 220;07-2018;d;98000;d;Automatic;36500;170
8092;mercedes-benz;gla 180;03-2018;d;160000;p;Automatic;19000;109
8093;mercedes-benz;glc 250;09-2018;d;91021;d;Automatic;32350;/ym
8094;mercedes-benz;glc 250;09-2018;d;91021;d;Automatic;32350;204
8095;mercedes-benz;gla 220;11-2018;d;106500;p;Automatic;25900;170
8096;mercedes-benz;gle 250;02-2018;d;98526;d;Automatic;37900;204
8097;mercedes-benz;gle 350;04-2018;d;130000;d;Automatic;51000;258
8098;mercedes-benz;glc 250;03-2018;d;89000;d;Manual;39500;204
8099;mercedes-benz;glc 350;01-2018;d;42700;d;Automatic;41900;258
8100;mercedes-benz;glc 220;07-2018;d;158000;p;Automatic;27000;170
8101;mercedes-benz;glc 250;02-2018;d;47859;d;Automatic;39700;204
8102;mercedes-benz;gla 220;02-2018;d;101000;d;Automatic;27900;177
8103;mercedes-benz;gle 350;03-2018;d;140000;p;Manual;40000;258
8104;mercedes-benz;gla 220;02-2018;d;54245;d;Automatic;26900;177
8105;mercedes-benz;gle 250;01-2018;d;131000;p;Automatic;36999;204
8106;mercedes-benz;gla 220;04-2018;d;195000;d;Automatic;24500;177
8107;mercedes-benz;gla 200;06-2018;d;60000;d;Automatic;28900;136
8108;mercedes-benz;glc 250;01-2018;d;79125;d;Automatic;35600;204
8109;mercedes-benz;glc 220;01-2018;d;116898;d;Automatic;38450;/ym
8110;mercedes-benz;glc 220;01-2018;d;116898;d;Automatic;38450;170
8111;mercedes-benz;glc 250;12-2018;d;89791;d;Automatic;33450;/ym
8112;mercedes-benz;gle 250;01-2018;d;130000;p;Manual;38999;204
8113;mercedes-benz;glc 43 amg;03-2018;b;56000;d;Automatic;49000;367
8114;mercedes-benz;glc 250;07-2018;b;50000;d;Automatic;42500;211
8115;mercedes-benz;glc 220;10-2018;d;69000;d;Automatic;37990;170
8116;mercedes-benz;glc 250;01-2018;d;41162;d;Automatic;47900;204
8117;mercedes-benz;glc 220;10-2018;d;139000;d;Manual;29900;170
8118;mercedes-benz;gla 180;05-2018;d;99296;d;Automatic;22390; 10
8119;mercedes-benz;glc 250;02-2018;d;217717;d;Automatic;25500;204
8120;mercedes-benz;glc 250;12-2018;d;89791;d;Automatic;33450;204
8121;mercedes-benz;glc 250;07-2018;d;102247;d;Manual;38800;204
8122;mercedes-benz;glc 350;01-2018;d;78000;d;Automatic;43200;258
8123;mercedes-benz;gle 350;04-2018;d;55766;d;Automatic;48590;258
8124;mercedes-benz;glc 350;07-2018;2;53091;d;Automatic;39900;211
8125;mercedes-benz;glc 250;09-2018;d;55029;d;Automatic;38900;204
8126;mercedes-benz;glc 220;04-2018;d;19011;d;Automatic;37900;170
8127;mercedes-benz;gla 180;02-2018;d;44000;p;Automatic;25900;109
8128;mercedes-benz;glc 220;05-2018;d;140000;p;Automatic;30950;177
8129;mercedes-benz;glc 220;07-2018;d;54493;d;Automatic;43500;170
8130;mercedes-benz;glc 220;02-2018;d;113794;d;Automatic;39900;170
8131;mercedes-benz;gla 200;04-2018;d;79972;d;Automatic;25990;136
8132;mercedes-benz;glc 250;09-2018;d;87689;d;Automatic;37990;204
8133;mercedes-benz;glc 250;09-2018;d;116430;d;Automatic;33990;204
8134;mercedes-benz;glc 220;01-2018;d;95000;d;Automatic;29900;170
8135;mercedes-benz;glc 250;10-2018;d;62683;d;Automatic;43400;204
8136;mercedes-benz;glc 250;09-2018;d;74859;d;Automatic;34950;/ym
8137;mercedes-benz;glc 250;04-2018;d;142200;d;Automatic;29000;204
8138;mercedes-benz;cla 200;08-2018;d;53140;d;Manual;29500;136
8139;mercedes-benz;cla 180;06-2018;b;55045;d;Manual;24900;122
8140;mercedes-benz;c 180;04-2018;b;48125;d;Manual;26900;156
8141;mercedes-benz;e 220;01-2018;d;133000;p;Automatic;32900;194
8142;mercedes-benz;c 200;05-2018;d;139989;d;Automatic;16600;136
8143;mercedes-benz;gla 180;12-2018;b;79000;d;Manual;22900;122
8144;mercedes-benz;gla 200;10-2018;d;173957;d;Automatic;20500;136
8145;mercedes-benz;glc 250;12-2018;d;64613;d;Automatic;41900;204
8146;mercedes-benz;glc 220;09-2018;d;124252;d;Automatic;34900;170
8147;mercedes-benz;gla 220;10-2018;b;53274;d;Automatic;28900;184
8148;mercedes-benz;glc 250;12-2018;d;93000;d;Automatic;42000;204
8149;mercedes-benz;gla 200;09-2018;d;120000;d;Automatic;23500;136
8150;mercedes-benz;glc 220;12-2018;d;59847;d;Manual;34400;170
8151;mercedes-benz;glc 220;12-2018;d;59847;d;Manual;34400;170
8152;mercedes-benz;glc 250;10-2018;d;77109;d;Automatic;45800;204
8153;mercedes-benz;glc 250;09-2018;d;63192;d;Automatic;35990;204
8154;mercedes-benz;gle 350;06-2018;d;140000;d;Automatic;37900;258
8155;mercedes-benz;gla 200;12-2018;d;78320;d;Automatic;26900;136
8156;mercedes-benz;gle 350;07-2018;d;114382;d;Manual;48400;258
8157;mercedes-benz;gle 350;06-2018;d;174000;d;Automatic;44000;258
8158;mercedes-benz;gle 350;07-2018;d;114382;d;Manual;48400;258
8159;mercedes-benz;glc 250;02-2018;d;70157;d;Automatic;34900;204
8160;mercedes-benz;glc 350;03-2018;d;71717;d;Automatic;37900;258
8161;mercedes-benz;gla 220;12-2018;d;68000;d;Manual;29900;170
8162;mercedes-benz;gla 200;03-2018;d;111830;d;Automatic;26900;136
8163;mercedes-benz;gla 200;02-2018;d;74000;d;Automatic;25890;136
8164;mercedes-benz;glc 250;11-2018;b;52968;d;Manual;41990;211
8165;mercedes-benz;glc 220;12-2018;d;93346;d;Automatic;42500;170
8166;mercedes-benz;g 63 amg;05-2018;b;120000;d;Automatic;100000;571
8167;mercedes-benz;gla 180;05-2018;d;100470;d;Manual;21800;109
8168;mercedes-benz;glc 250;07-2018;d;190000;d;Automatic;25990;204
8169;mercedes-benz;glc 350;01-2018;2;49000;p;Automatic;31000;211
8170;mercedes-benz;gla 200;03-2018;d;117000;p;Manual;26500;136
8171;mercedes-benz;gla 180;05-2018;d;65100;p;Manual;26900;109
8172;mercedes-benz;gla 200;01-2018;d;128000;d;Manual;23500;136
8173;mercedes-benz;glc 250;05-2018;d;104114;d;Automatic;39400;204
8174;mercedes-benz;gla 200;02-2018;d;153000;d;Automatic;23000;136
8175;mercedes-benz;glc 350;06-2018;2;85439;d;Automatic;37400;211
8176;mercedes-benz;gla 200;11-2018;d;85435;d;Automatic;28500;136
8177;mercedes-benz;gle 250;10-2018;d;120775;d;Automatic;37990;204
8178;mercedes-benz;gle 250;10-2018;d;119617;d;Automatic;35900;204
8179;mercedes-benz;glc 250;06-2018;d;99989;d;Automatic;41990;204
8180;mercedes-benz;glc 220;01-2018;d;149000;d;Automatic;31900;204
8181;mercedes-benz;glc 250;01-2018;d;149000;d;Automatic;31900;204
8182;mercedes-benz;glc 250;06-2018;d;169000;d;Automatic;31000;204
8183;mercedes-benz;glc 220;11-2018;d;219000;p;Automatic;25390;170
8184;mercedes-benz;glc 220;03-2018;d;68557;d;Automatic;39500;170
8185;mercedes-benz;glc 220;04-2018;d;71670;d;Automatic;31900;170
8186;mercedes-benz;gle 500;03-2018;2;53400;d;Automatic;49800;333
8187;mercedes-benz;glc 250;10-2018;d;81000;p;Manual;45000;204
8188;mercedes-benz;glc 250;09-2018;d;100026;d;Automatic;39700;204
8189;mercedes-benz;350;02-2018;d;175000;d;Automatic;48000;258
8190;mercedes-benz;glc 220;03-2018;d;68557;d;Automatic;39500;170
8191;mercedes-benz;glc 250;07-2018;d;80629;d;Automatic;35900;204
8192;mercedes-benz;gla 200;09-2018;d;29000;d;Automatic;27500;136
8193;mercedes-benz;gla 200;11-2018;d;68511;d;Automatic;24900;136
8194;mercedes-benz;glc 350;07-2018;2;72000;d;Automatic;36800;211
8195;mercedes-benz;gla 200;09-2018;d;32117;d;Automatic;29900;136
8196;mercedes-benz;gle 350;07-2018;d;152400;d;Manual;39500;258
8197;mercedes-benz;glc 250;09-2018;d;87000;p;Automatic;37900;204
8198;mercedes-benz;gla 200;09-2018;d;54293;d;Automatic;28000;136
8199;mercedes-benz;glc 250;05-2018;d;90000;p;Automatic;42000;204
8200;mercedes-benz;glc 220;06-2018;d;97241;d;Automatic;37500;170
8201;mercedes-benz;gla 220;11-2018;d;53621;d;Automatic;29800;177
8202;mercedes-benz;gla 220;03-2018;b;103579;d;Automatic;28300;177
8203;mercedes-benz;glc 220;03-2018;d;56556;d;Automatic;34800;170
8204;mercedes-benz;glc 220;03-2018;d;56556;d;Automatic;34800;170
8205;mercedes-benz;glc 220;03-2018;d;56556;d;Automatic;34800;170
8206;mercedes-benz;gla 200;05-2018;d;90126;d;Automatic;28200;136
8207;mercedes-benz;glc 250;12-2018;d;102831;d;Automatic;36900;204
8208;mercedes-benz;glc 350;02-2018;2;80695;d;Automatic;34900;211
8209;mercedes-benz;glc 250;11-2018;d;32902;d;Automatic;39000;204
8210;mercedes-benz;glc 250;10-2018;d;105947;d;Automatic;34800;204
8211;mercedes-benz;gla 180;01-2018;b;69600;d;Automatic;28500;122
8212;mercedes-benz;glc 220;06-2018;d;81633;d;Automatic;30980;170
8213;mercedes-benz;gla 200;11-2018;d;115000;p;Automatic;26000;136
8214;mercedes-benz;glc 250;07-2018;b;43000;d;Automatic;42750;211
8215;mercedes-benz;glc 250;05-2018;d;147206;d;Automatic;30990;204
8216;mercedes-benz;gla 200;04-2018;d;79081;d;Automatic;23400;136
8217;mercedes-benz;glc 250;03-2018;d;118000;d;Automatic;37900;204
8218;mercedes-benz;gla 220;12-2018;d;55219;d;Automatic;31600;170
8219;mercedes-benz;gla 180;06-2018;d;65492;d;Manual;23800;109
8220;mercedes-benz;gle 250;02-2018;d;120000;p;Automatic;38000;204
8221;mercedes-benz;gle 350;12-2018;d;85669;d;Automatic;50600;257
8222;mercedes-benz;gla 200;02-2018;d;96226;d;Automatic;26900;136
