id;brand;model;first_reg;fuel;mileage_km;seller_type;swift;price;power_hp
3467;mercedes-benz;e 200;01-2015;d;290894;p;Automatic;11500;136
3468;mercedes-benz;c 180;03-2015;d;172000;p;Automatic;18800;116
3469;mercedes-benz;g 500;12-2015;b;140000;p;Manual;75000;421
3470;mercedes-benz;cla 250;07-2015;b;89000;p;Manual;26000;211
3471;mercedes-benz;cla 200;12-2015;d;92000;p;Manual;18000;136
3472;mercedes-benz;cla 200;06-2015;d;181000;d;Automatic;15700;136
3473;mercedes-benz;c 200;06-2015;d;146300;p;Manual;15900;136
3474;mercedes-benz;cla 200;12-2015;d;200000;p;Automatic;25000;136
3475;mercedes-benz;c 220;09-2015;d;120000;p;Manual;18500;170
3476;mercedes-benz;c 220;04-2015;d;118600;d;Automatic;24900;170
3477;mercedes-benz;c 200;12-2015;d;135000;d;Automatic;19900;136
3478;mercedes-benz;c 200;07-2015;d;190000;p;Manual;16990;177
3479;mercedes-benz;cla 200;06-2015;d;168977;p;Manual;14000;136
3480;mercedes-benz;c 220;06-2015;d;116376;d;Automatic;22900;170
3481;mercedes-benz;c 250;01-2015;d;160000;p;Manual;19500;204
3482;mercedes-benz;c 250;01-2015;d;67500;d;Automatic;26900;204
3483;mercedes-benz;c 63 amg;01-2015;b;96335;d;Automatic;49900;510
3484;mercedes-benz;cla 250;06-2015;b;26000;d;Automatic;27900;211
3485;mercedes-benz;c 250;01-2015;d;148917;d;Automatic;20900;204
3486;mercedes-benz;c 200;06-2015;d;165700;d;Automatic;18900;136
3487;mercedes-benz;c 220;12-2015;d;79900;d;Automatic;24400;170
3488;mercedes-benz;cla 200;12-2015;d;138196;d;Automatic;19900;136
3489;mercedes-benz;c 250;01-2015;d;180000;p;Automatic;20900;204
3490;mercedes-benz;c 220;10-2015;d;152000;p;Manual;16800;170
3491;mercedes-benz;c 180;06-2015;d;160000;p;Manual;19000;116
3492;mercedes-benz;cla 200;09-2015;d;210000;p;Manual;17200;136
3493;mercedes-benz;cla 45 amg;06-2015;b;137000;d;Automatic;28600;360
3494;mercedes-benz;c 220;06-2015;d;93000;d;Manual;18600;170
3495;mercedes-benz;cla 45 amg;01-2015;b;175019;d;Manual;28500;360
3496;mercedes-benz;cla 200;09-2015;d;120697;d;Automatic;21600;136
3497;mercedes-benz;c 200;04-2015;d;95000;d;Automatic;21800;136
3498;mercedes-benz;cla 200;12-2015;d;223000;d;Automatic;14400;136
3499;mercedes-benz;c 220;08-2015;d;85000;p;Manual;21000;170
3500;mercedes-benz;cla 220;09-2015;d;137000;p;Automatic;24000;177
3501;mercedes-benz;cla 200;02-2015;d;181000;p;Manual;16000;136
3502;mercedes-benz;cls 250;01-2015;d;80000;d;Automatic;28500;204
3503;mercedes-benz;c 220;12-2015;d;79825;p;Automatic;24500;174
3504;mercedes-benz;g 350;09-2015;d;204000;d;Manual;55000;211
3505;mercedes-benz;c 180;07-2015;b;40000;p;Manual;23500;156
3506;mercedes-benz;c 220;08-2015;d;145000;p;Manual;19000;170
3507;mercedes-benz;c 200;06-2015;d;161204;d;Automatic;15800;136
3508;mercedes-benz;c 220;12-2015;d;212625;d;Automatic;21900;170
3509;mercedes-benz;cla 180;12-2015;d;144000;p;Automatic;18500;109
3510;mercedes-benz;cla 200;06-2015;d;113000;d;Manual;21790;136
3511;mercedes-benz;c 200;10-2015;d;135000;p;Manual;17000;136
3512;mercedes-benz;c 220;12-2015;d;173000;d;Automatic;14000;170
3513;mercedes-benz;e 350;06-2015;d;121216;d;Manual;23600;258
3514;mercedes-benz;300;11-2015;3;180000;p;Automatic;18500;250
3515;mercedes-benz;cla 200;09-2015;d;159000;d;Automatic;17900;136
3516;mercedes-benz;cla 200;03-2015;d;63522;d;Automatic;22200;136
3517;mercedes-benz;cla 200;09-2015;d;108000;d;Automatic;18900;136
3518;mercedes-benz;cla 220;12-2015;d;122000;p;Manual;19500;177
3519;mercedes-benz;c 200;09-2015;d;108000;p;Automatic;17300;136
3520;mercedes-benz;cla 200;04-2015;d;148000;p;Automatic;18500;136
3521;mercedes-benz;c 220;12-2015;d;171000;d;Automatic;21500;170
3522;mercedes-benz;c 250;02-2015;d;169000;d;Automatic;19990;204
3523;mercedes-benz;cla 180;07-2015;b;135000;d;Manual;18500;122
3524;mercedes-benz;c 200;10-2015;d;140000;p;Manual;16900;136
3525;mercedes-benz;cla 200;06-2015;d;80000;p;Manual;21100;136
3526;mercedes-benz;c 220;06-2015;d;216000;p;Automatic;16500;170
3527;mercedes-benz;c 220;04-2015;d;182619;d;Automatic;20900;170
3528;mercedes-benz;c 200;10-2015;d;130000;p;Manual;16000;136
3529;mercedes-benz;cla 200;09-2015;d;150000;d;Automatic;20500;156
3530;mercedes-benz;a 180;02-2015;d;160000;p;Manual;14000;109
3531;mercedes-benz;e 200;10-2015;d;172000;p;Automatic;19800;136
3532;mercedes-benz;cla 220;12-2015;d;114000;d;Automatic;18900;170
3533;mercedes-benz;a 180;03-2015;d;124000;d;Manual;17000;109
3534;mercedes-benz;gla 200;05-2015;d;101621;d;Automatic;21500;136
3535;mercedes-benz;200;10-2015;d;159632;d;Manual;19999;(-
3536;mercedes-benz;a 180;06-2015;d;140000;p;Manual;17800;120
3537;mercedes-benz;e 200;02-2015;d;88700;p;Manual;27500;136
3538;mercedes-benz;cla 220;06-2015;d;219000;p;Manual;21900;177
3539;mercedes-benz;cla 200;11-2015;d;170000;p;Manual;17500;136
3540;mercedes-benz;c 180;06-2015;d;125000;p;Automatic;15500;156
3541;mercedes-benz;c 220;03-2015;d;169000;p;Automatic;19700;170
3542;mercedes-benz;a 180;03-2015;d;130000;p;Manual;14500;109
3543;mercedes-benz;a 180;02-2015;d;172000;d;Manual;14800;109
3544;mercedes-benz;s 350;10-2015;d;160000;d;Automatic;36999;258
3545;mercedes-benz;cla 45 amg;12-2015;b;129000;p;Manual;30000;381
3546;mercedes-benz;c 300;05-2015;3;59000;p;Manual;24000;204
3547;mercedes-benz;a 180;02-2015;d;107433;p;Manual;17500;109
3548;mercedes-benz;cla 200;10-2015;d;159632;d;Manual;19999;136
3549;mercedes-benz;c 180;08-2015;d;131910;d;Manual;17400;116
3550;mercedes-benz;a 180;01-2015;b;82000;p;Manual;17000;122
3551;mercedes-benz;a 180;11-2015;d;149999;d;Automatic;16900;109
3552;mercedes-benz;s 350;01-2015;d;230000;p;Manual;38000;258
3553;mercedes-benz;cla 220;12-2015;d;125000;p;Manual;25000;177
3554;mercedes-benz;c 220;04-2015;d;130000;p;Automatic;21000;170
3555;mercedes-benz;a 180;12-2015;b;90600;d;Manual;17400;122
3556;mercedes-benz;e 200;07-2015;d;162000;p;Automatic;17500;136
3557;mercedes-benz;a 180;05-2015;d;157000;d;Automatic;15450;109
3558;mercedes-benz;a 45 amg;01-2015;b;95000;p;Automatic;27000;360
3559;mercedes-benz;a 180;06-2015;d;164449;d;Manual;14900;109
3560;mercedes-benz;a 180;09-2015;d;170500;d;Automatic;16500;109
3561;mercedes-benz;a 45 amg;06-2015;b;43597;d;Automatic;31900;360
3562;mercedes-benz;a 180;06-2015;d;100000;d;Manual;14500;109
3563;mercedes-benz;a 180;05-2015;d;157000;d;Automatic;14450;109
3564;mercedes-benz;cla 200;03-2015;d;150000;p;Manual;18000;136
3565;mercedes-benz;a 180;11-2015;d;117000;p;Automatic;19000;79
3566;mercedes-benz;a 200;12-2015;d;170000;p;Manual;16999;136
3567;mercedes-benz;a 220;02-2015;d;91500;p;Manual;18500;170
3568;mercedes-benz;a 200;05-2015;d;49000;d;Automatic;18400;136
3569;mercedes-benz;c 220;04-2015;d;100000;p;Automatic;18000;170
3570;mercedes-benz;c 220;06-2015;d;185000;p;Automatic;16500;170
3571;mercedes-benz;cls 350;03-2015;d;179000;p;Automatic;26500;252
3572;mercedes-benz;c 200;02-2015;d;126000;p;Manual;14000;136
3573;mercedes-benz;c 220;07-2015;d;125000;d;Automatic;18900;170
3574;mercedes-benz;cla 200;05-2015;d;106800;d;Manual;18990;136
3575;mercedes-benz;cla 200;09-2015;d;117000;d;Automatic;19990;136
3576;mercedes-benz;c 200;01-2015;d;150000;p;Manual;17500;136
3577;mercedes-benz;e 220;06-2015;d;314781;d;Automatic;12900;170
3578;mercedes-benz;c 220;03-2015;d;149900;d;Manual;21000;170
3579;mercedes-benz;c 200;04-2015;d;210320;d;Automatic;19900;136
3580;mercedes-benz;e 220;05-2015;d;195237;p;Manual;24700;170
3581;mercedes-benz;e 250;05-2015;d;392300;d;Automatic;12300;204
3582;mercedes-benz;c 220;09-2015;d;122700;d;Automatic;19500;170
3583;mercedes-benz;c 220;03-2015;d;270000;d;Manual;15500;170
3584;mercedes-benz;c 220;04-2015;d;122000;p;Manual;20500;170
3585;mercedes-benz;cla 200;06-2015;d;280000;p;Manual;14500;136
3586;mercedes-benz;c 220;09-2015;d;118000;p;Automatic;25500;170
3587;mercedes-benz;c 200;03-2015;d;51000;p;Automatic;20000;136
3588;mercedes-benz;c 250;07-2015;d;143000;d;Automatic;22000;204
3589;mercedes-benz;c 250;02-2015;d;200000;d;Automatic;15900;204
3590;mercedes-benz;cla 220;05-2015;d;114000;p;Automatic;18700;177
3591;mercedes-benz;c 250;11-2015;d;119800;p;Manual;19200;204
3592;mercedes-benz;c 220;12-2015;d;170000;p;Automatic;16500;170
3593;mercedes-benz;c 250;10-2015;d;260500;d;Automatic;15900;204
3594;mercedes-benz;cla 200;11-2015;d;80315;d;Automatic;20900;136
3595;mercedes-benz;c 220;01-2015;d;144000;p;Automatic;21800;170
3596;mercedes-benz;c 200;12-2015;d;160000;d;Automatic;15900;136
3597;mercedes-benz;cla 200;09-2015;d;195500;p;Manual;14800;136
3598;mercedes-benz;cla 45 amg;03-2015;b;59030;d;Automatic;34000;360
3599;mercedes-benz;c 250;11-2015;d;115000;p;Manual;22500;204
3600;mercedes-benz;c 250;01-2015;d;185000;p;Manual;20000;204
3601;mercedes-benz;cls;07-2015;d;209535;d;Automatic;22900;204
3602;mercedes-benz;cla 200;10-2015;d;54000;p;Manual;24000;136
3603;mercedes-benz;e 250;03-2015;d;133095;p;Automatic;18000;204
3604;mercedes-benz;c 250;04-2015;d;66000;p;Manual;24000;204
3605;mercedes-benz;cls 500;02-2015;b;163000;d;Automatic;34999;408
3606;mercedes-benz;c 250;11-2015;d;69000;p;Manual;28500;204
3607;mercedes-benz;cla 200;10-2015;d;85000;p;Automatic;20000;136
3608;mercedes-benz;cla 200;09-2015;d;125000;p;Automatic;21000;136
3609;mercedes-benz;cla 220;06-2015;d;135000;p;Automatic;23900;177
3610;mercedes-benz;cla 180;01-2015;b;94229;d;Manual;19900;122
3611;mercedes-benz;a 180;02-2015;d;225000;p;Manual;10999;109
3612;mercedes-benz;a 180;06-2015;d;140000;p;Manual;17800;116
3613;mercedes-benz;a 200;06-2015;d;70000;p;Automatic;22000;136
3614;mercedes-benz;a 45 amg;07-2015;b;88200;d;Automatic;28900;360
3615;mercedes-benz;gla 45 amg;01-2015;b;148000;d;Automatic;26900;360
3616;mercedes-benz;c 220;05-2015;d;275000;p;Automatic;15000;170
3617;mercedes-benz;a 200;02-2015;d;149000;p;Automatic;17000;136
3618;mercedes-benz;c 200;11-2015;d;55000;p;Manual;23000;136
3619;mercedes-benz;a 180;09-2015;d;133651;d;Automatic;14700;109
3620;mercedes-benz;200;02-2015;d;229000;d;Automatic;14700;136
3621;mercedes-benz;a 180;03-2015;d;153000;d;Automatic;15300;109
3622;mercedes-benz;a 200;07-2015;d;95030;d;Automatic;19900;136
3623;mercedes-benz;cls 220;01-2015;d;119000;p;Automatic;23000;170
3624;mercedes-benz;c 200;02-2015;d;180000;p;Manual;16000;136
3625;mercedes-benz;a 180;02-2015;d;168000;p;Manual;14000;109
3626;mercedes-benz;a 180;09-2015;d;108000;d;Manual;16900;109
3627;mercedes-benz;a 220;01-2015;d;168000;d;Manual;18490;170
3628;mercedes-benz;a 160;05-2015;d;169000;d;Automatic;14800;90
3629;mercedes-benz;220;12-2015;b;125000;p;Automatic;19900;177
3630;mercedes-benz;a 180;10-2015;d;170000;p;Manual;20000;109
3631;mercedes-benz;e 220;12-2015;d;100000;p;Automatic;25500;170
3632;mercedes-benz;a 200;01-2015;d;156000;p;Manual;14000;136
3633;mercedes-benz;a 180;12-2015;d;65000;p;Automatic;22000;109
3634;mercedes-benz;a 160;12-2015;d;161000;p;Manual;13000;90
3635;mercedes-benz;a 180;09-2015;d;102000;d;Manual;16400;109
3636;mercedes-benz;a 180;08-2015;d;119404;d;Automatic;19700;109
3637;mercedes-benz;a 200;03-2015;d;80000;p;Manual;19900;136
3638;mercedes-benz;a 180;06-2015;d;126162;d;Manual;17800;109
3639;mercedes-benz;a 180;06-2015;d;130000;p;Automatic;15700;109
3640;mercedes-benz;a 180;03-2015;d;118000;p;Manual;14950;109
3641;mercedes-benz;c 200;11-2015;d;224000;d;Automatic;15900;136
3642;mercedes-benz;a 180;08-2015;d;126000;d;Manual;18000;109
3643;mercedes-benz;e 250;07-2015;d;69000;d;Automatic;24500;204
3644;mercedes-benz;c 220;09-2015;d;125000;p;Manual;23000;170
3645;mercedes-benz;a 200;12-2015;d;189400;d;Manual;16500;136
3646;mercedes-benz;a 200;12-2015;d;189400;d;Manual;16500;136
3647;mercedes-benz;a 200;06-2015;d;168000;d;Manual;14900;136
3648;mercedes-benz;a 180;11-2015;d;145350;d;Automatic;15490;109
3649;mercedes-benz;a 180;12-2015;d;115000;p;Manual;19000;109
3650;mercedes-benz;a 180;06-2015;d;88500;p;Automatic;18000;109
3651;mercedes-benz;e 200;03-2015;d;360000;p;Manual;14000;136
3652;mercedes-benz;c 200;11-2015;d;50000;p;Manual;23000;136
3653;mercedes-benz;e 200;05-2015;d;104000;p;Automatic;21000;136
3654;mercedes-benz;a 180;06-2015;d;177000;d;Manual;11990;109
3655;mercedes-benz;a 180;10-2015;b;130000;p;Automatic;17000;122
3656;mercedes-benz;a 180;05-2015;d;133000;p;Manual;15000;109
3657;mercedes-benz;c 220;07-2015;d;121000;d;Manual;24950;170
3658;mercedes-benz;c 220;09-2015;d;108502;d;Automatic;20900;170
3659;mercedes-benz;c 220;09-2015;d;108502;d;Automatic;20900;170
3660;mercedes-benz;c 220;01-2015;d;104000;d;Automatic;25000;170
3661;mercedes-benz;a 180;12-2015;d;80000;d;Manual;16900;109
3662;mercedes-benz;a 180;12-2015;d;198880;p;Automatic;14900;109
3663;mercedes-benz;a 160;04-2015;d;155334;d;Automatic;14250;90
3664;mercedes-benz;a 180;09-2015;d;144000;p;Manual;15500;109
3665;mercedes-benz;cls 220;09-2015;d;155000;d;Automatic;23900;170
3666;mercedes-benz;a 180;03-2015;d;190000;p;Manual;14800;109
3667;mercedes-benz;a 180;02-2015;d;103000;d;Automatic;16950;109
3668;mercedes-benz;a 180;03-2015;d;158207;d;Automatic;14900;109
3669;mercedes-benz;cls 220;02-2015;d;150000;p;Manual;22000;170
3670;mercedes-benz;c 220;09-2015;d;62900;d;Automatic;24900;170
3671;mercedes-benz;a 180;08-2015;d;167970;p;Manual;12500;109
3672;mercedes-benz;a 220;11-2015;d;116000;p;Manual;21000;177
3673;mercedes-benz;cla 220;04-2015;d;123000;d;Automatic;17990;170
3674;mercedes-benz;a 200;10-2015;d;90000;p;Automatic;22900;136
3675;mercedes-benz;a 180;03-2015;d;78000;p;Manual;19500;109
3676;mercedes-benz;cla 200;06-2015;d;240000;p;Manual;17300;136
3677;mercedes-benz;cla 200;07-2015;d;128000;p;Manual;20500;136
3678;mercedes-benz;a 180;05-2015;d;142000;d;Automatic;18500;109
3679;mercedes-benz;a 160;11-2015;d;59950;d;Manual;19950;90
3680;mercedes-benz;a 180;06-2015;d;89000;d;Manual;15000;109
3681;mercedes-benz;a 220;12-2015;b;112000;p;Automatic;25500;184
3682;mercedes-benz;a 200;06-2015;d;191000;p;Automatic;19500;136
3683;mercedes-benz;s 350;04-2015;d;300000;p;Manual;34500;258
3684;mercedes-benz;cla 220;06-2015;d;148800;p;Automatic;21800;177
3685;mercedes-benz;a 180;12-2015;d;108515;d;Manual;17750;109
3686;mercedes-benz;a 180;05-2015;d;145000;p;Manual;13500;109
3687;mercedes-benz;a 180;03-2015;d;120000;p;Automatic;13500;109
3688;mercedes-benz;a 180;11-2015;d;144000;d;Manual;14980;109
3689;mercedes-benz;a 180;10-2015;d;124900;d;Automatic;15500;109
3690;mercedes-benz;a 180;02-2015;d;132000;d;Automatic;16700;109
3691;mercedes-benz;a 180;05-2015;d;160000;p;Automatic;14900;109
3692;mercedes-benz;e 200;09-2015;d;87430;p;Manual;19000;136
3693;mercedes-benz;a 200;02-2015;d;90000;d;Manual;19990;136
3694;mercedes-benz;a 180;09-2015;d;90860;d;Manual;15980;109
3695;mercedes-benz;a 200;03-2015;d;151184;d;Manual;13454;136
3696;mercedes-benz;a 45 amg;01-2015;b;10576;d;Automatic;36900;360
3697;mercedes-benz;a 180;08-2015;d;147844;d;Manual;14900;109
3698;mercedes-benz;s 350;01-2015;d;278260;d;Automatic;28900;258
3699;mercedes-benz;e 220;09-2015;d;168500;d;Automatic;16900;170
3700;mercedes-benz;a 200;05-2015;d;234000;p;Manual;11500;136
3701;mercedes-benz;c 220;07-2015;d;173814;d;Manual;18400;170
3702;mercedes-benz;a 180;06-2015;d;148328;d;Manual;14800;109
3703;mercedes-benz;a 180;06-2015;d;148328;d;Manual;14800;109
3704;mercedes-benz;a 180;06-2015;d;148328;d;Manual;14800;109
3705;mercedes-benz;a 200;06-2015;d;117350;d;Manual;18400;136
3706;mercedes-benz;c 200;10-2015;d;99231;d;Manual;18990;136
3707;mercedes-benz;s 400;02-2015;2;129000;p;Automatic;35500;306
3708;mercedes-benz;cls 220;09-2015;d;260000;p;Manual;18000;170
3709;mercedes-benz;a 200;04-2015;d;74564;d;Manual;21100;136
3710;mercedes-benz;a 220;03-2015;d;122000;d;Manual;18700;170
3711;mercedes-benz;cla 180;11-2015;d;75000;d;Automatic;21490;109
3712;mercedes-benz;a 200;06-2015;d;139000;d;Automatic;15999; 13
3713;mercedes-benz;a 200;04-2015;d;198670;p;Automatic;15000;136
3714;mercedes-benz;a 180;10-2015;d;101000;d;Manual;16495;109
3715;mercedes-benz;a 180;03-2015;b;106000;p;Manual;15000;122
3716;mercedes-benz;a 45 amg;03-2015;b;69676;d;Automatic;27700;360
3717;mercedes-benz;a 200;10-2015;d;220000;p;Manual;18500;136
3718;mercedes-benz;a 220;08-2015;d;135678;d;Automatic;17950;177
3719;mercedes-benz;c 300;03-2015;2;102000;d;Automatic;25900;204
3720;mercedes-benz;a 180;03-2015;d;168500;p;Manual;13800;109
3721;mercedes-benz;cla 180;12-2015;d;106000;d;Automatic;21900;109
3722;mercedes-benz;a 180;01-2015;d;199000;d;Automatic;13900;109
3723;mercedes-benz;s 350;01-2015;d;93500;d;Automatic;39900;258
3724;mercedes-benz;a 200;06-2015;d;170000;p;Manual;15000;136
3725;mercedes-benz;a 180;06-2015;d;146000;d;Manual;15900;109
3726;mercedes-benz;c 220;02-2015;d;150000;p;Manual;19000;170
3727;mercedes-benz;e 250;05-2015;d;172000;p;Automatic;20500;204
3728;mercedes-benz;a 180;06-2015;d;133000;p;Automatic;14000;109
3729;mercedes-benz;a 180;05-2015;d;140000;p;Manual;14500;109
3730;mercedes-benz;a 180;06-2015;d;130000;p;Manual;14000;109
3731;mercedes-benz;a 200;11-2015;d;67000;d;Manual;21900;136
3732;mercedes-benz;a 180;09-2015;d;173480;d;Manual;12800;109
3733;mercedes-benz;a 180;03-2015;d;94000;p;Manual;16500;109
3734;mercedes-benz;a 180;07-2015;d;156500;d;Automatic;16900;109
3735;mercedes-benz;a 180;03-2015;d;211050;p;Automatic;13100;109
3736;mercedes-benz;c 200;02-2015;d;170000;d;Manual;16490;136
3737;mercedes-benz;c 220;06-2015;d;233000;d;Automatic;18750;170
3738;mercedes-benz;cla 200;03-2015;d;80000;p;Manual;23500;136
3739;mercedes-benz;unknown;02-2015;d;134125;d;Automatic;18000;136
3740;mercedes-benz;a 160;07-2015;d;125000;p;Manual;14900;90
3741;mercedes-benz;s 500;05-2015;b;161000;d;Automatic;45900; 45
3742;mercedes-benz;c 250;06-2015;d;164000;p;Automatic;20500;204
3743;mercedes-benz;c 180;04-2015;d;149000;p;Manual;15600;116
3744;mercedes-benz;a 180;06-2015;d;120000;p;Manual;14999;109
3745;mercedes-benz;a 180;05-2015;b;103500;p;Automatic;14800;122
3746;mercedes-benz;a 180;06-2015;d;249000;d;Automatic;12200;109
3747;mercedes-benz;c 220;05-2015;d;202000;d;Automatic;18800;170
3748;mercedes-benz;c 200;04-2015;d;106000;p;Manual;28000;136
3749;mercedes-benz;a 180;03-2015;d;142000;p;Manual;12000;109
3750;mercedes-benz;cla 220;08-2015;d;134000;d;Automatic;20900;177
3751;mercedes-benz;cls 250;05-2015;d;75000;p;Automatic;29900;204
3752;mercedes-benz;c 200;05-2015;d;217000;p;Automatic;13000;136
3753;mercedes-benz;c 220;01-2015;d;199518;p;Automatic;17200;170
3754;mercedes-benz;c 220;02-2015;d;135500;p;Automatic;17800;170
3755;mercedes-benz;e 300;04-2015;3;290000;d;Automatic;14999;204
3756;mercedes-benz;c 220;10-2015;d;160000;p;Manual;27999;272
3757;mercedes-benz;cla 200;11-2015;d;136580;d;Manual;19100;136
3758;mercedes-benz;c 250;01-2015;d;173000;p;Manual;18500;204
3759;mercedes-benz;c 200;10-2015;d;213000;p;Automatic;15000;136
3760;mercedes-benz;c 200;11-2015;d;206000;p;Manual;11000;136
3761;mercedes-benz;cla 200;10-2015;d;90000;p;Automatic;19800;136
3762;mercedes-benz;cla 200;05-2015;d;150000;p;Automatic;17900;136
3763;mercedes-benz;cla 200;08-2015;d;95000;p;Manual;21000;136
3764;mercedes-benz;c 220;08-2015;d;158000;p;Automatic;17000;170
3765;mercedes-benz;cla 200;09-2015;d;180000;d;Manual;15990;136
3766;mercedes-benz;cla 200;10-2015;d;197000;p;Automatic;14800;136
3767;mercedes-benz;g 350;05-2015;d;67000;d;Automatic;77000;211
3768;mercedes-benz;c 220;05-2015;d;144000;p;Automatic;21500;170
3769;mercedes-benz;cla 180;11-2015;d;91000;p;Manual;18000;109
3770;mercedes-benz;c 180;03-2015;d;122000;p;Manual;19000;116
3771;mercedes-benz;a 200;11-2015;d;128500;d;Automatic;19500;136
3772;mercedes-benz;a 200;04-2015;d;138000;p;Automatic;19000;136
3773;mercedes-benz;a 180;04-2015;b;130000;p;Manual;14800;122
3774;mercedes-benz;a 200;01-2015;d;116000;p;Manual;18800;136
3775;mercedes-benz;a 180;11-2015;d;160000;p;Manual;17500;109
3776;mercedes-benz;a 200;01-2015;d;109450;d;Automatic;17900;136
3777;mercedes-benz;a 180;04-2015;b;88000;d;Manual;16500;122
3778;mercedes-benz;a 200;11-2015;d;141974;d;Manual;19900;136
3779;mercedes-benz;a 180;05-2015;b;100312;d;Manual;16400;122
3780;mercedes-benz;cla 200;11-2015;d;50000;p;Automatic;21000;136
3781;mercedes-benz;a 220;09-2015;d;60308;d;Automatic;24950;170
3782;mercedes-benz;c 200;01-2015;d;229000;p;Manual;16000;136
3783;mercedes-benz;a 180;09-2015;d;150000;p;Automatic;18000;109
3784;mercedes-benz;s 350;01-2015;d;238000;d;Manual;32900;258
3785;mercedes-benz;a 180;09-2015;d;150000;p;Manual;16000;109
3786;mercedes-benz;a 180;10-2015;d;180000;d;Automatic;14000;109
3787;mercedes-benz;a 180;11-2015;d;140000;p;Manual;16000;109
3788;mercedes-benz;a 45 amg;11-2015;b;98500;p;Automatic;27000;360
3789;mercedes-benz;a 180;02-2015;d;80917;p;Manual;19000;109
3790;mercedes-benz;a 160;04-2015;d;112800;p;Manual;15500;90
3791;mercedes-benz;a 180;12-2015;d;80864;p;Manual;20700;109
3792;mercedes-benz;a 180;03-2015;d;93000;d;Automatic;16900;109
3793;mercedes-benz;a 180;01-2015;d;109318;d;Automatic;20600;109
3794;mercedes-benz;a 200;01-2015;d;93000;p;Manual;19500;136
3795;mercedes-benz;a 180;04-2015;d;192000;p;Manual;15000;109
3796;mercedes-benz;cla 220;11-2015;d;195000;p;Manual;20000;177
3797;mercedes-benz;unknown;11-2015;d;116800;d;Manual;15250;109
3798;mercedes-benz;a 200;03-2015;d;150000;p;Manual;14800;136
3799;mercedes-benz;a 180;03-2015;b;106250;p;Manual;15500;122
3800;mercedes-benz;a 180;01-2015;d;110000;p;Manual;13999;109
3801;mercedes-benz;c 250;05-2015;d;134594;d;Automatic;22400;204
3802;mercedes-benz;c 250;06-2015;d;72200;p;Manual;29500;204
3803;mercedes-benz;a 180;07-2015;d;150000;p;Automatic;13900;109
3804;mercedes-benz;a 45 amg;07-2015;b;50400;p;Automatic;27500;360
3805;mercedes-benz;cla 220;04-2015;d;180000;p;Manual;22000;177
3806;mercedes-benz;a 180;04-2015;d;101866;d;Automatic;16400;109
3807;mercedes-benz;a 180;07-2015;d;200000;p;Automatic;12000;109
3808;mercedes-benz;c 200;02-2015;d;180000;p;Automatic;18000;136
3809;mercedes-benz;e 200;06-2015;d;420000;p;Automatic;14000;136
3810;mercedes-benz;cla 180;03-2015;d;126900;d;Automatic;18500;109
3811;mercedes-benz;a 180;08-2015;d;145000;d;Manual;16490;109
3812;mercedes-benz;a 180;08-2015;d;145000;d;Manual;16490;109
3813;mercedes-benz;a 180;06-2015;d;148022;d;Manual;13800;109
3814;mercedes-benz;a 180;05-2015;d;119621;d;Manual;14700;109
3815;mercedes-benz;e 350;06-2015;d;164405;d;Automatic;24900;258
3816;mercedes-benz;cla 200;10-2015;d;148000;d;Automatic;19400;136
3817;mercedes-benz;a 180;04-2015;d;130527;d;Manual;15500;109
3818;mercedes-benz;cla 180;06-2015;d;110000;p;Manual;17000;109
3819;mercedes-benz;c 200;11-2015;d;142457;d;Automatic;22900;136
3820;mercedes-benz;a 180;10-2015;d;108800;d;Automatic;19900;109
3821;mercedes-benz;a 180;12-2015;d;199999;d;Automatic;13990;109
3822;mercedes-benz;cla 220;10-2015;d;134538;p;Manual;21500;170
3823;mercedes-benz;cla 45 amg;03-2015;b;92200;d;Automatic;29900;360
3824;mercedes-benz;a 180;05-2015;d;146641;d;Automatic;15490;109
3825;mercedes-benz;a 180;07-2015;d;279589;d;Automatic;14800;109
3826;mercedes-benz;a 180;06-2015;d;140500;d;Manual;13900;109
3827;mercedes-benz;a 200;08-2015;d;146060;d;Automatic;20500; 13
3828;mercedes-benz;c 250;04-2015;d;99000;d;Automatic;22990;204
3829;mercedes-benz;a 180;02-2015;d;107000;d;Manual;18500;109
3830;mercedes-benz;a 180;05-2015;d;93000;p;Automatic;16500;109
3831;mercedes-benz;a 200;01-2015;d;240000;p;Manual;13500;136
3832;mercedes-benz;a 200;01-2015;d;240000;p;Manual;13500;136
3833;mercedes-benz;a 160;03-2015;d;210000;p;Manual;13400;90
3834;mercedes-benz;cla 180;06-2015;d;55000;p;Manual;25000;109
3835;mercedes-benz;cls 220;01-2015;d;75000;p;Manual;25800;170
3836;mercedes-benz;a 180;09-2015;d;118000;p;Manual;15000;109
3837;mercedes-benz;cla 180;06-2015;d;55000;p;Manual;25000;109
3838;mercedes-benz;cls 250;02-2015;d;215000;p;Manual;24000;204
3839;mercedes-benz;a 180;02-2015;d;119000;d;Automatic;14500;109
3840;mercedes-benz;a 45 amg;12-2015;b;99000;p;Manual;26000;381
3841;mercedes-benz;a 200;07-2015;d;120000;p;Automatic;16500;136
3842;mercedes-benz;a 200;01-2015;d;87000;d;Manual;18900;>13
3843;mercedes-benz;c 180;05-2015;d;73000;p;Manual;18700;116
3844;mercedes-benz;a 160;10-2015;d;168000;p;Manual;13500;90
3845;mercedes-benz;a 160;02-2015;d;148121;d;Automatic;14700;90
